Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age
39201,1714,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.5,95541,6.0,Automatic,Rear,Left wheel,Black,0,8
23521,0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,107000,4.0,Automatic,Front,Left wheel,Blue,10,13
18817,0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,63000,4.0,Variator,Front,Left wheel,Orange,12,11
11604,0,OPEL,Meriva,Jeep,No,Diesel,1.3,1373,4.0,Manual,Front,Left wheel,Pink,4,17
24571,640,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,153000,4.0,Automatic,Front,Left wheel,Grey,4,12
11604,0,HONDA,FIT,Hatchback,Yes,Petrol,1.3,145000,4.0,Variator,Front,Right-hand drive,Blue,4,13
20385,0,BMW,335,Coupe,Yes,Petrol,3.5,130000,6.0,Manual,Rear,Right-hand drive,Black,8,18
12544,862,FORD,Fusion,Sedan,Yes,Hybrid,2.5,82603,4.0,Automatic,Front,Left wheel,Blue,0,14
11300,988,TOYOTA,Prius,Sedan,No,Hybrid,1.5,150000,4.0,Automatic,Front,Left wheel,Carnelian red,12,18
36065,0,HYUNDAI,Tucson,Jeep,No,Petrol,2.0,36800,4.0,Tiptronic,Front,Left wheel,Grey,8,8
4234,900,CHRYSLER,200,Sedan,Yes,Petrol,2.4,0,4.0,Automatic,Front,Left wheel,Grey,12,10
7527,1345,KIA,Sorento,Jeep,Yes,Diesel,2.5,74367,4.0,Automatic,Front,Left wheel,Silver,4,17
1803,574,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,187312,4.0,Automatic,Front,Left wheel,Blue,0,15
22260,639,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.0,120000,4.0,Automatic,Front,Left wheel,White,4,11
9252,0,HONDA,FIT,Hatchback,No,Petrol,1.5,146500,4.0,Manual,Front,Right-hand drive,Black,2,18
36808,640,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,126116,4.0,Automatic,Front,Left wheel,Black,4,12
10036,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,319850,4.0,Automatic,Front,Left wheel,Silver,4,11
9408,0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.5,320000,4.0,Tiptronic,Front,Left wheel,Golden,6,19
25716,0,AUDI,Q5,Jeep,Yes,Petrol,3.2,100000,6.0,Tiptronic,4x4,Left wheel,Blue,8,13
6899,0,MERCEDES-BENZ,E 200,Sedan,Yes,Petrol,2.0,0,4.0,Automatic,Rear,Left wheel,Silver,4,27
1019,586,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,240560,4.0,Automatic,Front,Left wheel,Black,12,13
17000,1488,NISSAN,Note,Hatchback,Yes,Hybrid,1.2,0,3.0,Variator,Front,Right-hand drive,White,2,9
10000,1266,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,98000,4.0,Automatic,Front,Right-hand drive,Brown,2,11
17249,475,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,122000,4.0,Tiptronic,Front,Left wheel,White,6,13
14426,639,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,60800,4.0,Automatic,Front,Left wheel,Black,8,11
17876,779,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,2.5,106293,6.0,Tiptronic,Front,Left wheel,Beige,12,12
314,259,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,131893,4.0,Automatic,Front,Left wheel,Brown,0,11
29793,1053,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,219030,6.0,Automatic,4x4,Left wheel,Black,12,11
6586,690,HONDA,FIT,Hatchback,Yes,Petrol,1.5,0,4.0,Automatic,Front,Left wheel,Grey,12,9
11917,530,FORD,Fusion,Sedan,Yes,Petrol,1.6,62000,4.0,Tiptronic,Front,Left wheel,Blue,6,12
29166,639,AUDI,Q5,Jeep,Yes,Petrol,2.0,71000,4.0,Automatic,4x4,Left wheel,Grey,12,11
627,919,AUDI,A6,Sedan,Yes,Petrol,3.0,168176,6.0,Automatic,4x4,Left wheel,Brown,12,13
16308,738,CHEVROLET,Cruze LT,Sedan,No,Petrol,1.4,31109,4.0,Automatic,Front,Left wheel,Black,8,8
18503,0,BMW,X5,Jeep,Yes,Petrol,3.0,270000,6.0,Tiptronic,4x4,Left wheel,Grey,10,20
2117,919,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.0,171221,6.0,Automatic,Rear,Left wheel,Black,12,13
8781,0,LEXUS,RX 300,Jeep,Yes,Petrol,3.0,230000,6.0,Automatic,4x4,Left wheel,Green,0,25
45044,765,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,102118,4.0,Automatic,Front,Left wheel,Blue,4,10
392,917,BMW,X5,Jeep,Yes,Petrol,3.0,160813,6.0,Automatic,4x4,Left wheel,White,12,12
26030,382,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,52062,4.0,Automatic,Front,Left wheel,Blue,0,8
30,0,HONDA,FIT,Hatchback,No,Petrol,1.3,0,4.0,Automatic,Front,Right-hand drive,Silver,4,20
25729,831,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,56378,4.0,Automatic,Front,Left wheel,Silver,4,8
28000,0,HYUNDAI,H1,Minivan,No,Diesel,2.5,196000,4.0,Manual,Rear,Left wheel,White,2,13
8154,781,SUBARU,Forester,Jeep,Yes,Petrol,2.5,281659,4.0,Automatic,4x4,Left wheel,Blue,0,13
16308,562,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,104000,4.0,Tiptronic,Front,Left wheel,Blue,10,10
7840,0,NISSAN,Tiida,Hatchback,Yes,Petrol,1.5,199000,4.0,Automatic,Front,Right-hand drive,Grey,8,20
12231,531,FORD,Fusion,Sedan,No,Petrol,1.6,82000,4.0,Tiptronic,Front,Left wheel,White,4,13
1176,1077,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,16013,4.0,Automatic,Front,Left wheel,Grey,12,6
42218,1017,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,89736,4.0,Automatic,Front,Left wheel,Silver,4,8
18973,836,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,123648,4.0,Automatic,Front,Left wheel,Golden,4,15
46728,0,MERCEDES-BENZ,CLA 250,Sedan,Yes,Petrol,2.0,77000,4.0,Tiptronic,Front,Left wheel,Silver,8,11
2352,1091,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,78920,4.0,Automatic,Front,Left wheel,Black,12,9
1803,640,SUBARU,XV,Sedan,Yes,Petrol,2.0,333208,4.0,Automatic,4x4,Left wheel,Grey,0,12
28821,749,JEEP,Compass,Jeep,Yes,Petrol,2.4,79197,4.0,Automatic,Front,Left wheel,Black,4,11
24775,919,MERCEDES-BENZ,GL 350,Jeep,Yes,Diesel,3.0,255114,6.0,Automatic,4x4,Left wheel,Black,12,13
43905,0,MERCEDES-BENZ,Viano,Minivan,No,Diesel,2.2,178000,4.0,Manual,Rear,Left wheel,Golden,8,15
8781,584,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,60000,4.0,Tiptronic,Front,Left wheel,Grey,10,11
392,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,314373,4.0,Automatic,Front,Left wheel,Grey,12,13
5645,0,OPEL,Vectra B,Sedan,No,CNG,2.2,255100,4.0,Automatic,Front,Left wheel,Blue,2,24
3607,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,156518,4.0,Automatic,Front,Left wheel,White,12,13
12858,934,SUBARU,Forester,Jeep,Yes,Petrol,2.5,93170,4.0,Automatic,4x4,Left wheel,Red,0,10
25716,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,57491,4.0,Automatic,Front,Left wheel,Red,4,9
33741,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,106200,4.0,Automatic,Front,Left wheel,Grey,4,11
6429,1282,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,76198,4.0,Automatic,Front,Left wheel,Silver,4,18
4077,919,BMW,X5,Jeep,Yes,Diesel,3.0,274098,6.0,Automatic,4x4,Left wheel,White,0,13
23521,900,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,91200,4.0,Tiptronic,Front,Left wheel,Blue,6,10
12701,420,KIA,Niro,Jeep,Yes,Hybrid,1.6,429,4.0,Automatic,Front,Left wheel,Silver,12,6
1803,1277,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,11314,4.0,Automatic,Front,Left wheel,Grey,12,7
1019,1537,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,318358,6.0,Automatic,4x4,Left wheel,Black,12,16
19924,640,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,41204,4.0,Automatic,Front,Left wheel,White,4,12
6586,1286,KIA,Sportage,Jeep,Yes,Diesel,2.0,63488,4.0,Automatic,Front,Left wheel,Silver,4,18
706,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,205968,6.0,Automatic,4x4,Left wheel,White,12,15
9408,0,MERCEDES-BENZ,E 200,Sedan,No,Petrol,2.0,219529,4.0,Manual,Rear,Left wheel,Purple,0,32
29166,0,HONDA,Civic,Sedan,No,Petrol,2.0,44821,4.0,Manual,Front,Left wheel,White,6,9
38217,639,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,48450,4.0,Automatic,Front,Left wheel,White,4,11
14426,585,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,80000,4.0,Automatic,Front,Left wheel,Brown,6,12
18826,530,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,167137,4.0,Automatic,Front,Left wheel,Grey,4,12
19943,642,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,102156,4.0,Automatic,Front,Left wheel,White,4,13
17249,0,FORD,Transit,Microbus,No,Diesel,2.2,163077,4.0,Manual,Front,Left wheel,Red,2,16
9361,779,VOLKSWAGEN,Passat SE,Sedan,Yes,Petrol,2.5,131000,5.0,Tiptronic,Front,Left wheel,Black,10,12
39750,640,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,94307,4.0,Automatic,Front,Left wheel,Black,4,12
314,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,26802,4.0,Automatic,Rear,Left wheel,Black,12,8
157,749,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,144123,4.0,Automatic,Front,Left wheel,Silver,12,11
8154,0,NISSAN,Note,Hatchback,No,Petrol,1.6,180000,4.0,Manual,Front,Right-hand drive,White,4,16
14113,1047,PEUGEOT,207,Cabriolet,No,Petrol,1.6,180000,4.0,Manual,Front,Left wheel,Red,6,18
31361,530,MINI,Paceman,Jeep,Yes,Petrol,1.6,45000,4.0,Tiptronic,Front,Left wheel,White,8,12
25032,831,HYUNDAI,Elantra,Coupe,Yes,Petrol,1.6,22607,4.0,Automatic,Front,Left wheel,White,4,8
23994,640,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,165003,4.0,Automatic,Front,Left wheel,Red,4,12
36711,642,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,77231,4.0,Automatic,Front,Left wheel,Grey,4,13
36997,830,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,2598,4.0,Automatic,Front,Left wheel,White,4,6
4861,1058,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,128202,6.0,Automatic,Rear,Left wheel,Black,12,13
14247,836,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,63655,4.0,Automatic,Front,Left wheel,Black,4,15
10036,1832,MERCEDES-BENZ,Vito,Goods wagon,No,Diesel,2.2,360000,4.0,Manual,Rear,Left wheel,Silver,4,20
14113,0,FORD,Taurus X,Jeep,Yes,Petrol,3.5,168000,6.0,Automatic,4x4,Left wheel,Blue,12,18
34497,0,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,139200,4.0,Tiptronic,4x4,Left wheel,Grey,6,11
3136,0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.5,215000,4.0,Automatic,Front,Left wheel,Red,6,19
19287,650,CHEVROLET,Malibu LT,Sedan,No,Petrol,1.4,17961,4.0,Automatic,Front,Left wheel,Black,8,9
3293,900,KIA,Optima,Sedan,Yes,Petrol,2.4,150325,4.0,Automatic,Front,Left wheel,White,12,10
6899,934,SUBARU,Forester,Jeep,Yes,Petrol,2.5,90392,4.0,Automatic,4x4,Left wheel,White,0,10
22106,707,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,134000,4.0,Automatic,Front,Left wheel,Black,4,14
18817,639,BMW,320,Sedan,Yes,Petrol,2.0,121003,4.0,Automatic,Rear,Left wheel,Red,0,11
13150,765,CHEVROLET,Malibu,Sedan,Yes,LPG,2.0,56128,4.0,Automatic,Front,Left wheel,White,4,10
6586,0,MAZDA,Demio,Hatchback,No,Petrol,1.3,230000,4.0,Manual,Front,Right-hand drive,Silver,2,23
13642,1172,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,64496,6.0,Automatic,4x4,Left wheel,Blue,12,14
13172,1528,FORD,Transit,Microbus,No,Diesel,2.4,250000,4.0,Manual,Rear,Left wheel,White,0,18
30,0,HONDA,FIT,Hatchback,No,Petrol,1.3,164000,4.0,Automatic,Front,Right-hand drive,Blue,4,22
470,530,NISSAN,Juke,Jeep,Yes,Petrol,1.6,108765,4.0,Automatic,4x4,Left wheel,Blue,0,12
25089,0,BMW,X5 E70,Jeep,Yes,Petrol,3.0,285000,6.0,Tiptronic,4x4,Left wheel,Grey,8,18
30,0,HONDA,FIT,Hatchback,No,Petrol,1.3,0,4.0,Automatic,Front,Right-hand drive,Silver,4,20
11760,915,AUDI,Q5,Sedan,Yes,Diesel,3.0,66661,6.0,Automatic,4x4,Left wheel,Grey,0,11
314,707,FORD,Focus,Sedan,Yes,Petrol,2.0,242211,4.0,Automatic,Front,Left wheel,Red,12,14
14113,769,FORD,Transit,Goods wagon,No,Diesel,2.2,165852,4.0,Manual,Front,Left wheel,White,2,14
10976,0,MAZDA,Rx-8,Coupe,Yes,Petrol,1.8,55000,4.0,Manual,Rear,Left wheel,Red,4,20
22000,1091,TOYOTA,Camry XSE,Sedan,Yes,Petrol,2.5,142000,4.0,Tiptronic,Front,Left wheel,Black,0,9
6586,0,OPEL,Vectra B,Sedan,No,Petrol,1.8,345555,6.0,Manual,Front,Left wheel,Silver,4,26
7500,1024,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,104000,4.0,Automatic,Front,Left wheel,Silver,8,15
2509,530,FORD,Fusion,Sedan,Yes,Petrol,1.6,358936,4.0,Automatic,Front,Left wheel,Silver,12,12
1019,765,HYUNDAI,Tucson,Jeep,Yes,Petrol,2.0,0,4.0,Automatic,Front,Left wheel,Black,0,10
14740,645,TOYOTA,Prius,Sedan,No,Hybrid,1.8,112000,4.0,Variator,Front,Left wheel,White,8,14
862,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,239224,6.0,Automatic,4x4,Left wheel,Black,12,15
9800,707,FORD,Transit Connect,Goods wagon,No,Petrol,2.0,161000,4.0,Automatic,Front,Left wheel,White,5,14
31,490,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,198891,4.0,Automatic,Front,Left wheel,Grey,0,14
26971,986,FORD,Transit,Microbus,No,Diesel,2.4,155000,4.0,Manual,Rear,Left wheel,White,2,15
18817,831,HYUNDAI,Sonata,Sedan,No,Hybrid,2.4,169600,4.0,Automatic,Rear,Left wheel,White,4,14
3763,0,FORD,Transit,Microbus,No,Diesel,2.5,11111,4.0,Manual,Rear,Left wheel,Red,0,31
16935,308,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,91358,4.0,Variator,Front,Left wheel,Grey,12,11
9408,0,MERCEDES-BENZ,ML 320,Jeep,Yes,LPG,3.2,234603,6.0,Automatic,4x4,Left wheel,Silver,4,25
22693,836,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,153997,4.0,Automatic,Front,Left wheel,Silver,4,15
2744,751,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,126690,4.0,Automatic,Front,Left wheel,Silver,0,12
706,1850,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,122874,6.0,Automatic,Rear,Left wheel,Black,12,17
20385,765,JEEP,Patriot,Jeep,No,Petrol,2.0,115000,4.0,Tiptronic,Front,Left wheel,Black,7,10
19444,0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,176000,4.0,Automatic,Front,Left wheel,White,6,13
282,640,AUDI,A4,Sedan,Yes,Petrol,2.0,157584,4.0,Automatic,4x4,Left wheel,Black,0,12
21109,833,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.2,78541,4.0,Automatic,Front,Left wheel,Silver,4,10
20432,502,HONDA,FIT,Hatchback,Yes,Petrol,1.5,79500,4.0,Automatic,Front,Left wheel,Black,4,12
8467,0,MERCEDES-BENZ,E 290,Sedan,No,Diesel,2.9,40000,8.0,Manual,Rear,Left wheel,Purple,2,27
627,1481,AUDI,Q7,Jeep,Yes,Petrol,3.0,49602,6.0,Automatic,4x4,Left wheel,White,12,8
42337,0,BMW,X5,Jeep,Yes,Diesel,3.0,260000,5.0,Tiptronic,4x4,Left wheel,Black,8,15
17876,0,FORD,Transit,Microbus,No,Diesel,2.2,133700,4.0,Manual,Front,Left wheel,White,6,14
18189,777,TOYOTA,Camry,Sedan,No,Petrol,2.5,147000,4.0,Tiptronic,Front,Left wheel,Black,10,11
27755,764,KIA,Optima,Sedan,Yes,Diesel,1.7,31965,4.0,Automatic,Front,Left wheel,White,4,9
10945,1024,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,112219,4.0,Automatic,Front,Left wheel,Silver,4,15
16599,836,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,184495,4.0,Automatic,Front,Left wheel,Silver,4,15
27259,642,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,117862,4.0,Automatic,Front,Left wheel,White,4,13
2352,503,HONDA,FIT,Sedan,Yes,Petrol,1.5,167158,4.0,Automatic,Front,Left wheel,Grey,0,13
7840,0,FORD,Transit,Microbus,No,Diesel,2.5,25000,1.0,Manual,Rear,Right-hand drive,Blue,2,29
8467,0,TOYOTA,Vitz,Hatchback,No,Petrol,1.5,170000,4.0,Automatic,4x4,Right-hand drive,White,6,17
392,1091,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,125675,4.0,Automatic,4x4,Left wheel,Red,12,9
18817,650,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,103000,4.0,Automatic,Front,Left wheel,Black,12,9
4679,966,DAEWOO,Lacetti,Sedan,Yes,Petrol,2.0,74540,4.0,Automatic,Front,Left wheel,Silver,4,16
3607,441,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,229192,4.0,Automatic,Front,Left wheel,Silver,0,10
3293,753,KIA,Sportage,Jeep,Yes,Petrol,2.4,152466,4.0,Automatic,Front,Left wheel,White,12,13
350,0,BMW,535 M,Sedan,Yes,Petrol,3.5,140000,6.0,Tiptronic,Rear,Left wheel,White,12,13
13799,777,FORD,Fusion,Sedan,No,Petrol,2.5,137374,4.0,Automatic,Front,Left wheel,Silver,0,11
27441,1016,KIA,Optima,Sedan,Yes,Petrol,2.0,30087,4.0,Automatic,Front,Left wheel,Black,4,8
30,0,HONDA,FIT,Hatchback,No,Petrol,1.3,0,4.0,Automatic,Front,Right-hand drive,Grey,4,20
28225,1172,MERCEDES-BENZ,ML 350,Jeep,Yes,Petrol,3.5,129000,6.0,Tiptronic,Rear,Left wheel,White,12,14
1803,585,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,184528,4.0,Automatic,Front,Left wheel,White,12,12
26861,769,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,188787,4.0,Automatic,Front,Left wheel,White,4,14
6586,0,MERCEDES-BENZ,C 230 2.0 kompresor,Sedan,No,CNG,2.0,260000,4.0,Manual,Rear,Right-hand drive,Blue,4,24
13485,0,MERCEDES-BENZ,E 320,Sedan,Yes,Petrol,3.2,231200,6.0,Tiptronic,Rear,Left wheel,Golden,10,21
90,0,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,105000,4.0,Tiptronic,Front,Left wheel,Grey,16,11
3293,530,NISSAN,Juke,Jeep,Yes,Petrol,1.6,153888,4.0,Automatic,4x4,Left wheel,White,0,12
11604,1998,FORD,Transit,Microbus,No,Diesel,2.4,1000,4.0,Manual,Rear,Left wheel,White,2,24
17562,0,BMW,335,Sedan,Yes,Petrol,3.5,211200,8.0,Tiptronic,Rear,Left wheel,Green,0,17
21012,1195,MERCEDES-BENZ,Vito,Microbus,No,Diesel,2.2,179348,4.0,Manual,Rear,Left wheel,White,2,17
12544,345,TOYOTA,Prius,Sedan,Yes,Hybrid,1.5,296104,4.0,Automatic,Front,Left wheel,Black,12,9
16621,0,NISSAN,Micra <DIESEL>,Sedan,Yes,Diesel,1.5,180000,4.0,Manual,Front,Left wheel,Black,5,15
10976,612,HYUNDAI,i20,Sedan,No,Diesel,1.4,193000,4.0,Manual,Front,Left wheel,Blue,8,15
282,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,226814,4.0,Automatic,Front,Left wheel,Black,0,13
20855,730,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,31780,4.0,Automatic,Front,Left wheel,Black,4,9
41886,694,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,126410,4.0,Automatic,Front,Left wheel,Grey,4,11
6586,746,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.5,173213,4.0,Automatic,Front,Left wheel,White,12,16
9565,397,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,71904,4.0,Automatic,Front,Left wheel,White,0,9
7527,1586,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.5,68855,4.0,Automatic,Front,Left wheel,Black,4,18
21796,1249,TOYOTA,Camry SE,Sedan,Yes,Petrol,2.5,46096,4.0,Automatic,Front,Left wheel,Black,8,8
9252,917,BMW,X5,Jeep,Yes,Diesel,3.0,88829,6.0,Automatic,4x4,Left wheel,Black,12,12
19757,650,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,58000,4.0,Tiptronic,Front,Left wheel,Black,16,9
23521,585,TOYOTA,Prius plagin,Hatchback,No,Petrol,1.8,152000,4.0,Automatic,Front,Left wheel,Silver,12,12
9722,0,BMW,320,Sedan,No,Petrol,2.2,167815,6.0,Tiptronic,Rear,Right-hand drive,Blue,4,24
40926,765,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,90344,4.0,Automatic,Front,Left wheel,Black,4,10
862,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,239224,6.0,Automatic,4x4,Left wheel,Black,12,15
45633,1091,HYUNDAI,H1,Universal,Yes,Diesel,2.5,93000,4.0,Automatic,Front,Left wheel,White,4,9
10976,867,FIAT,Punto,Hatchback,No,Diesel,1.3,212000,4.0,Automatic,Front,Left wheel,Blue,6,18
706,1481,AUDI,Q7,Jeep,Yes,Petrol,3.0,14701,6.0,Automatic,4x4,Left wheel,Black,0,8
157,919,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,145227,6.0,Automatic,4x4,Left wheel,Grey,12,13
35344,730,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,107328,4.0,Automatic,Front,Left wheel,White,4,9
20698,0,NISSAN,Juke,Jeep,No,Petrol,1.6,84000,4.0,Variator,4x4,Left wheel,Grey,6,14
24775,753,HONDA,Cr-v,Jeep,No,Petrol,2.4,107000,4.0,Automatic,4x4,Left wheel,White,8,13
15681,0,FORD,Escape,Jeep,No,Hybrid,2.3,160000,4.0,Variator,4x4,Left wheel,Black,4,16
32311,730,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,115031,4.0,Automatic,Front,Left wheel,Blue,4,9
7527,475,CHEVROLET,Cruze LT,Sedan,No,Petrol,1.4,216000,4.0,Manual,Front,Left wheel,Black,6,13
13667,0,TOYOTA,Prius,Sedan,No,Hybrid,1.5,211000,4.0,Variator,Front,Left wheel,White,0,17
40769,0,MERCEDES-BENZ,C 180,Sedan,No,Petrol,1.8,2700,4.0,Manual,Rear,Left wheel,Black,0,17
14113,586,TOYOTA,Prius 3,Sedan,No,Hybrid,1.8,132451,4.0,Tiptronic,Front,Left wheel,Red,8,13
16465,1017,HYUNDAI,Elantra SE,Sedan,No,Petrol,2.0,69232,4.0,Automatic,Front,Left wheel,Grey,8,8
42651,1017,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,44995,4.0,Automatic,4x4,Left wheel,Black,0,8
7840,0,OPEL,Zafira,Minivan,No,Petrol,1.8,11111,4.0,Manual,Front,Left wheel,Silver,4,25
15323,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,125933,4.0,Automatic,Front,Left wheel,Silver,4,14
21326,831,KIA,Optima,Sedan,Yes,Petrol,1.6,76000,4.0,Automatic,Front,Left wheel,White,12,8
5018,639,AUDI,A4,Sedan,Yes,Petrol,2.0,81818,4.0,Automatic,4x4,Left wheel,Blue,0,11
6272,0,MERCEDES-BENZ,C 180,Sedan,No,CNG,2.0,237000,4.0,Manual,Rear,Left wheel,Silver,2,30
15053,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,290431,4.0,Automatic,Front,Left wheel,Silver,4,10
941,1058,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,232357,6.0,Automatic,4x4,Left wheel,Black,12,13
36711,877,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,90000,4.0,Automatic,Front,Left wheel,Silver,4,8
31581,640,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,101042,4.0,Automatic,Front,Left wheel,White,4,12
12388,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,189530,6.0,Automatic,4x4,Left wheel,Black,12,15
8154,0,BMW,318,Sedan,Yes,Petrol,1.9,240000,4.0,Manual,Rear,Left wheel,Silver,2,24
13172,0,TOYOTA,RAV 4 L,Jeep,No,Petrol,2.0,120000,4.0,Automatic,4x4,Left wheel,Grey,6,23
392,831,HYUNDAI,Tucson,Jeep,Yes,Petrol,2.4,179746,4.0,Automatic,Front,Left wheel,White,0,14
20385,0,BMW,335 ტურბო,Sedan,Yes,Petrol,3.5,0,6.0,Tiptronic,Rear,Left wheel,Blue,8,18
15423,687,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,136496,4.0,Automatic,Front,Left wheel,Silver,4,15
27065,629,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,81036,4.0,Automatic,Front,Left wheel,White,4,10
10192,0,TOYOTA,BB,Minivan,No,Petrol,1.5,200000,4.0,Automatic,Front,Right-hand drive,White,8,19
33575,880,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,53871,4.0,Automatic,Front,Left wheel,White,4,7
11917,1024,FORD,Fusion,Sedan,No,Hybrid,2.5,176000,4.0,Variator,Front,Left wheel,Grey,6,15
470,978,NISSAN,Sentra,Sedan,Yes,Petrol,1.8,12179,4.0,Automatic,Front,Left wheel,Grey,12,6
16778,0,SKODA,Octavia,Sedan,No,Petrol,1.8,250000,4.0,Manual,Front,Left wheel,Silver,6,13
8154,0,MAZDA,Atenza,Hatchback,Yes,Petrol,2.3,150000,4.0,Tiptronic,Front,Right-hand drive,White,4,22
70,0,TOYOTA,Prius,Sedan,No,Hybrid,1.6,150000,4.0,Automatic,Front,Left wheel,Red,8,17
37984,640,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,105949,4.0,Automatic,Front,Left wheel,Black,4,12
